,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
4179,San Francisco,CA,US,1978,11625758,Systems and methods for sharing revenue associated with digital assets
4180,San Jose,CA,US,989,11625762,"Method, medium, and system for social media-based recommendations"
4181,San Jose,CA,US,1707,11625763,Migration of electronic shopping carts between devices
4182,Bentonville,AR,US,900,11625765,Real time order and activation processing system
4183,Oakland,CA,US,88387,11625769,Multi-factor integrated compliance determination and enforcement platform
4184,San Antonio,TX,US,3837,11625770,Digital camera processing system
4185,San Antonio,TX,US,3837,11625772,System and method for providing real time financial account information using event driven architecture
4186,McLean,VA,US,887,11625773,Systems and methods for providing a separate interest rate for an individual transaction
4187,Columbus,OH,US,10322,11625774,Using position location information to pre-populate and verify information on a credit application
4188,Deerfield Beach,FL,US,352398,11625775,"System for collecting weekly payments from a customer, holding those weekly payments in escrow, and then making monthly loan payments toward the customer's auto loan using the escrowed payments"
4189,Chicago,IL,US,2124,11625776,System and method for multi-market risk control in a distributed electronic trading environment
4190,New York,NY,US,3895,11625777,System and method for routing a trading order based upon quantity
4191,New York,NY,US,3050,11625778,Distributed trading network and interface
4192,Chicago,IL,US,3231,11625779,Electronic outcry messaging for electronic trading
4193,San Antonio,TX,US,3837,11625781,Systems and methods for providing currency exchange information via augmented reality
4194,Raleigh,NC,US,8932,11625783,Blockchain instrument for transferable equity
4195,Chicago,IL,US,3231,11625784,Coupon blending of a swap portfolio
4196,Chicago,IL,US,3231,11625785,Secure electronic tokens in an electronic tokening system
4197,Chicago,IL,US,3231,11625786,Guarantee fund calculation with allocation for self-referencing risk
4198,McLean,VA,US,887,11625787,Augmented reality vehicle display systems
4199,San Antonio,TX,US,3837,11625788,Systems and methods to evaluate application data
4200,San Francisco,CA,US,107174,11625789,"Computer network architecture with automated claims completion, machine learning and artificial intelligence"
4201,Northbrook,IL,US,2570,11625790,Virtual collaboration
4202,Northbrook,IL,US,2570,11625791,Feedback loop in mobile damage assessment and claims processing
4203,Chimney Lakes,FL,US,13152,11625792,System and method for automated blockchain custody service for managing a set of custodial assets
4204,Austin,TX,US,189870,11625795,"Digital search and collaboration process for recommendations, advertising, and buying decisions"
4205,San Francisco,CA,US,19102,11625796,Intelligent prediction of an expected value of user conversion
4206,Cincinnati,OH,US,188777,11625797,Automated event space management with conflict prevention
4207,Parker,TX,US,163213,11625799,Mobile legal counsel system and method
4208,Bloomington,IL,US,5130,11625802,Coordinated autonomous vehicle automatic area scanning
4209,Beaverton,OR,US,7846,11625805,Learning systems and methods
4210,San Diego,CA,US,30,11625806,Methods and apparatus for standardized APIs for split rendering
4211,Santa Clara,CA,US,445,11625807,Low power and low latency GPU coprocessor for persistent computing
4212,Wilmington,DE,US,3256,11625809,Method and device for encoding/decoding the geometry of a point cloud
4213,Santa Clara,CA,US,689,11625811,Adaptive non-rigid targeted deformation of images for synthetic image generation
4214,Redmond,WA,US,137,11625812,Recovering occluded image data using machine learning
4215,San Jose,CA,US,1841,11625813,Automatically removing moving objects from video streams
4216,Houston,TX,US,1820,11625821,Automated inspection-plan based detection
4217,Tinley Park,IL,US,465,11625823,Method for evaluating the optical loss of a mechanical splice joint of two optical fibers
4218,Marlborough,MA,US,8450,11625824,Measuring intramuscular fat
4219,Mansfield,MA,US,1305,11625825,Method for displaying tumor location within endoscopic images
4220,Peabody,MA,US,6208,11625827,Visual augmentation of regions within images
4221,Goleta,CA,US,3152,11625828,"Cost effective, mass producible system for rapid detection of fever conditions based on thermal imaging"
4222,Franklin Lakes,NJ,US,409,11625829,Spectral unmixing of fluorescence imaging using radiofrequency-multiplexed excitation data
4223,San Francisco,CA,US,64306,11625832,Method and system for computer-aided triage of stroke
4224,New York,NY,US,31821,11625833,System and computer-implemented method for validation of label data
4225,Chicago,IL,US,2498,11625835,Alias capture to support searching for an object-of-interest
4226,Seattle,WA,US,206,11625838,End-to-end multi-person articulated three dimensional pose tracking
4227,Los Altos,CA,US,341,11625839,Bird's eye view based velocity estimation via self-supervised learning
4228,Mountain View,CA,US,123,11625840,Detecting motion in images
4229,Pasadena,CA,US,71744,11625843,Systems and methods for automatic alignment of drawings
4230,Chicago,IL,US,197,11625844,Rapid effective case depth measurement of a metal component using physical surface conditioning
4231,Menlo Park,CA,US,5971,11625845,Depth measurement assembly with a structured light source and a time of flight camera
4232,Los Altos,CA,US,341,11625846,Systems and methods for training a machine-learning-based monocular depth estimator
4233,San Francisco,CA,US,37419,11625848,Apparatus for multi-angle screen coverage analysis
4234,Mountain View,CA,US,1111,11625852,Object pose neural network system
4235,Dearborn,MI,US,217,11625856,Localization systems and methods
4236,Cupertino,CA,US,441,11625857,Enhanced content positioning
4237,Chicago,IL,US,2498,11625859,Method and system for calibrating a camera and localizing objects within the camera field of view
4238,Menlo Park,CA,US,5971,11625862,Mirror reconstruction
4239,Torrance,CA,US,325,11625863,"Three-dimensional data creation method, client device, and server"
4240,Plantation Gardens,FL,US,4622,11625864,Compression of dynamic unstructured point clouds
4241,Torrance,CA,US,325,11625865,"Three-dimensional data encoding method, three-dimensional data decoding method, three-dimensional data encoding device, and three-dimensional data decoding device"
4242,Cupertino,CA,US,441,11625866,Geometry encoding using octrees and predictive trees
4243,Seattle,WA,US,162583,11625871,System and method for capturing and interpreting images into triple diagrams
4244,McLean,VA,US,7954,11625872,System and method for remote object triangulation
4245,Santa Monica,CA,US,3367,11625873,Personalized media overlay recommendation
4246,New York,NY,US,453653,11625874,System and method for intelligently generating digital composites from user-provided graphics
4247,San Jose,CA,US,1841,11625875,Generating modified digital images incorporating scene layout utilizing a swapping autoencoder
4248,Redwood City,CA,US,7272,11625880,Machine-learning models for tagging video frames
4249,San Jose,CA,US,1841,11625881,Motion retargeting with kinematic constraints
4250,San Francisco,CA,US,37419,11625882,Method for simulating fluids interacting with submerged porous materials
4251,Huntsville,AL,US,52821,11625890,Geometry buffer slice tool
4252,San Francisco,CA,US,136081,11625892,Visualization techniques for data labeling
4253,Hartford,CT,US,17197,11625893,Systems and methods for artificial intelligence (AI) three-dimensional modeling
4254,Santa Clara,CA,US,1026,11625894,Virtual photogrammetry
4255,Santa Monica,CA,US,3367,11625895,3D paint effects in a messaging system
4256,Bellevue,WA,US,12220,11625898,Holding and releasing virtual objects
4257,San Francisco,CA,US,37419,11625900,Broker for instancing
4258,Tempe,AZ,US,8295,11625901,Method of manufacture of custom cranial remodeling devices by additive manufacturing
4259,Los Altos,CA,US,341,11625905,System and method for tracking occluded objects
4260,New Brunswick,NJ,US,538476,11625906,Method for identifying works of art at the stroke level
4261,Rochester,NY,US,12101,11625907,System using image connectivity to reduce bundle size for bundle adjustment
4262,Boston,MA,US,9494,11625909,Track segment cleaning of tracked objects
4263,Melbourne,FL,US,22475,11625912,Flash and streak detection and persistent identification using bi-directional detector/display overlay
4264,Minneapolis,MN,US,4247,11625913,Satellite image classification across multiple resolutions and time using ordering constraint among instances
4265,Waltham,MA,US,39,11625914,Key terrain finder
4266,Hayward,CA,US,103358,11625915,Micro-precision application of multiple treatments to agricultural objects
4267,Lincolnshire,IL,US,5668,11625916,"Automatic identification and presentation of edges, shapes and unique objects in an image used for a machine vision job setup"
4268,El Segundo,CA,US,172408,11625917,Method and system for segmenting and transmitting on-demand live-action video in real-time
4269,Irving,TX,US,17769,11625918,Detecting shelf interactions using a sensor array
